orgName,orgMetric,metric,deviceId,desc,product,productCode,descAll,type,high,hDesc,low,lDesc,unit,wr,alarm
,G1P1_ACWsTm,ACWsTm,G1P1,空调出水温度,格力空调机组,P0012_,机组1热泵1空调出水温度,模拟量,70,,-20,,,只读,
,G1P1_AfAoTm,AfAoTm,G1P1,防冻防过热温度,格力空调机组,P0012_,机组1热泵1防冻防过热温度,模拟量,70,,-20,,,只读,
,G1P1_AuHe1S,AuHe1S,G1P1,辅热1状态,格力空调机组,P0012_,机组1热泵1辅热1状态,数字量,1,开启,0,关闭,,只读,
,G1P1_AuHe2S,AuHe2S,G1P1,辅热2状态,格力空调机组,P0012_,机组1热泵1辅热2状态,数字量,1,开启,0,关闭,,只读,
,G1P1_ComNor,ComNor,G1P1,"通讯是否正常",格力空调机组,P0012_,"机组1热泵1通讯是否正常
0:通讯故障
1:通讯正常",数字量,1,正常,0,故障,,只读,值为0时报警
,G1P1_Cp1S,Cp1S,G1P1,压缩机1状态,格力空调机组,P0012_,机组1热泵1压缩机1状态,数字量,1,开启,0,关闭,,只读,
,G1P1_Cp2S,Cp2S,G1P1,压缩机2状态,格力空调机组,P0012_,机组1热泵1压缩机2状态,数字量,1,开启,0,关闭,,只读,
,G1P1_FJ1S,FJ1S,G1P1,风机1状态,格力空调机组,P0012_,机组1热泵1风机1状态,数字量,1,开启,0,关闭,,只读,
,G1P1_FJ2S,FJ2S,G1P1,风机2状态,格力空调机组,P0012_,机组1热泵1风机2状态,数字量,1,开启,0,关闭,,只读,
,G1P1_FJ3S,FJ3S,G1P1,风机3状态,格力空调机组,P0012_,机组1热泵1风机3状态,数字量,1,开启,0,关闭,,只读,
,G1P1_FJ4S,FJ4S,G1P1,风机4状态,格力空调机组,P0012_,机组1热泵1风机4状态,数字量,1,开启,0,关闭,,只读,
,G1P1_FL,FL,G1P1,故障灯,格力空调机组,P0012_,机组1热泵1故障灯,数字量,1,故障,0,正常,,只读,
,G1P1_HWrTm,HWrTm,G1P1,热水进水温度,格力空调机组,P0012_,机组1热泵1热水进水温度,模拟量,70,,-20,,,只读,
,G1P1_HWsTm,HWsTm,G1P1,热水出水温度,格力空调机组,P0012_,机组1热泵1热水出水温度,模拟量,70,,-20,,,只读,
,G1P1_IGTm1,IGTm1,G1P1,吸气温度1,格力空调机组,P0012_,机组1热泵1吸气温度1,模拟量,70,,-20,,,只读,
,G1P1_IGTm2,IGTm2,G1P1,吸气温度2,格力空调机组,P0012_,机组1热泵1吸气温度2,模拟量,70,,-20,,,只读,
,G1P1_PS,PS,G1P1,水泵状态,格力空调机组,P0012_,机组1热泵1水泵状态,数字量,1,开启,0,关闭,,只读,
,G1P1_ReTPTm1,ReTPTm1,G1P1,制冷节流点温度1,格力空调机组,P0012_,机组1热泵1制冷节流点温度1,模拟量,70,,-20,,,只读,
,G1P1_ReTPTm2,ReTPTm2,G1P1,制冷节流点温度2,格力空调机组,P0012_,机组1热泵1制冷节流点温度2,模拟量,70,,-20,,,只读,
,G1P1_S1EGTm,S1EGTm,G1P1,系统1排气温度,格力空调机组,P0012_,机组1热泵1系统1排气温度,模拟量,70,,-20,,,只读,
,G1P1_S1F,S1F,G1P1,系统1故障,格力空调机组,P0012_,机组1热泵1系统1故障,数字量,1,故障,0,正常,,只读,
,G1P1_S2EGTm,S2EGTm,G1P1,系统2排气温度,格力空调机组,P0012_,机组1热泵1系统2排气温度,模拟量,70,,-20,,,只读,
,G1P1_S2F,S2F,G1P1,系统2故障,格力空调机组,P0012_,机组1热泵1系统2故障,数字量,1,故障,0,正常,,只读,值为1时报警
,G1P1_WMode,WMode,G1P1,"工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",格力空调机组,P0012_,"机组1热泵1工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",模拟量,5,,0,,,只读,
格力机组2,G1P2_ACWrTm,ACWrTm,G1P2,空调进水温度,格力空调机组,P0012_,机组1热泵2空调进水温度,模拟量,70,,-20,,,只读,
,G1P2_ACWsTm,ACWsTm,G1P2,空调出水温度,格力空调机组,P0012_,机组1热泵2空调出水温度,模拟量,70,,-20,,,只读,
,G1P2_AfAoTm,AfAoTm,G1P2,防冻防过热温度,格力空调机组,P0012_,机组1热泵2防冻防过热温度,模拟量,70,,-20,,,只读,
,G1P2_AuHe1S,AuHe1S,G1P2,辅热1状态,格力空调机组,P0012_,机组1热泵2辅热1状态,数字量,1,开启,0,关闭,,只读,
,G1P2_AuHe2S,AuHe2S,G1P2,辅热2状态,格力空调机组,P0012_,机组1热泵2辅热2状态,数字量,1,开启,0,关闭,,只读,
,G1P2_ComNor,ComNor,G1P2,"通讯是否正常",格力空调机组,P0012_,"机组1热泵2通讯是否正常
",数字量,1,正常,0,故障,,只读,值为0时报警
,G1P2_Cp1S,Cp1S,G1P2,压缩机1状态,格力空调机组,P0012_,机组1热泵2压缩机1状态,数字量,1,开启,0,关闭,,只读,
,G1P2_Cp2S,Cp2S,G1P2,压缩机2状态,格力空调机组,P0012_,机组1热泵2压缩机2状态,数字量,1,开启,0,关闭,,只读,
,G1P2_FJ1S,FJ1S,G1P2,风机1状态,格力空调机组,P0012_,机组1热泵2风机1状态,数字量,1,开启,0,关闭,,只读,
,G1P2_FJ2S,FJ2S,G1P2,风机2状态,格力空调机组,P0012_,机组1热泵2风机2状态,数字量,1,开启,0,关闭,,只读,
,G1P2_FJ3S,FJ3S,G1P2,风机3状态,格力空调机组,P0012_,机组1热泵2风机3状态,数字量,1,开启,0,关闭,,只读,
,G1P2_FJ4S,FJ4S,G1P2,风机4状态,格力空调机组,P0012_,机组1热泵2风机4状态,数字量,1,开启,0,关闭,,只读,
,G1P2_FL,FL,G1P2,故障灯,格力空调机组,P0012_,机组1热泵2故障灯,数字量,1,故障,0,正常,,只读,
,G1P2_HWrTm,HWrTm,G1P2,热水进水温度,格力空调机组,P0012_,机组1热泵2热水进水温度,模拟量,70,,-20,,,只读,
,G1P2_HWsTm,HWsTm,G1P2,热水出水温度,格力空调机组,P0012_,机组1热泵2热水出水温度,模拟量,70,,-20,,,只读,
,G1P2_IGTm1,IGTm1,G1P2,吸气温度1,格力空调机组,P0012_,机组1热泵2吸气温度1,模拟量,70,,-20,,,只读,
,G1P2_IGTm2,IGTm2,G1P2,吸气温度2,格力空调机组,P0012_,机组1热泵2吸气温度2,模拟量,70,,-20,,,只读,
,G1P2_PS,PS,G1P2,水泵状态,格力空调机组,P0012_,机组1热泵2水泵状态,数字量,1,开启,0,关闭,,只读,
,G1P2_ReTPTm1,ReTPTm1,G1P2,制冷节流点温度1,格力空调机组,P0012_,机组1热泵2制冷节流点温度1,模拟量,70,,-20,,,只读,
,G1P2_ReTPTm2,ReTPTm2,G1P2,制冷节流点温度2,格力空调机组,P0012_,机组1热泵2制冷节流点温度2,模拟量,70,,-20,,,只读,
,G1P2_S1EGTm,S1EGTm,G1P2,系统1排气温度,格力空调机组,P0012_,机组1热泵2系统1排气温度,模拟量,70,,-20,,,只读,
,G1P2_S1F,S1F,G1P2,系统1故障,格力空调机组,P0012_,机组1热泵2系统1故障,数字量,1,故障,0,正常,,只读,
,G1P2_S2EGTm,S2EGTm,G1P2,系统2排气温度,格力空调机组,P0012_,机组1热泵2系统2排气温度,模拟量,70,,-20,,,只读,
,G1P2_S2F,S2F,G1P2,系统2故障,格力空调机组,P0012_,机组1热泵2系统2故障,数字量,1,故障,0,正常,,只读,值为1时报警
,G1P2_WMode,WMode,G1P2,"工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",格力空调机组,P0012_,"机组1热泵2工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",模拟量,5,,0,,,只读,
格力机组3,G1P3_ACWrTm,ACWrTm,G1P3,空调进水温度,格力空调机组,P0012_,机组1热泵3空调进水温度,模拟量,70,,-20,,,只读,
,G1P3_ACWsTm,ACWsTm,G1P3,空调出水温度,格力空调机组,P0012_,机组1热泵3空调出水温度,模拟量,70,,-20,,,只读,
,G1P3_AfAoTm,AfAoTm,G1P3,防冻防过热温度,格力空调机组,P0012_,机组1热泵3防冻防过热温度,模拟量,70,,-20,,,只读,
,G1P3_AuHe1S,AuHe1S,G1P3,辅热1状态,格力空调机组,P0012_,机组1热泵3辅热1状态,数字量,1,开启,0,关闭,,只读,
,G1P3_AuHe2S,AuHe2S,G1P3,辅热2状态,格力空调机组,P0012_,机组1热泵3辅热2状态,数字量,1,开启,0,关闭,,只读,
,G1P3_ComNor,ComNor,G1P3,"通讯是否正常",格力空调机组,P0012_,"机组1热泵3通讯是否正常
",数字量,1,正常,0,故障,,只读,值为0时报警
,G1P3_Cp1S,Cp1S,G1P3,压缩机1状态,格力空调机组,P0012_,机组1热泵3压缩机1状态,数字量,1,开启,0,关闭,,只读,
,G1P3_Cp2S,Cp2S,G1P3,压缩机2状态,格力空调机组,P0012_,机组1热泵3压缩机2状态,数字量,1,开启,0,关闭,,只读,
,G1P3_FJ1S,FJ1S,G1P3,风机1状态,格力空调机组,P0012_,机组1热泵3风机1状态,数字量,1,开启,0,关闭,,只读,
,G1P3_FJ2S,FJ2S,G1P3,风机2状态,格力空调机组,P0012_,机组1热泵3风机2状态,数字量,1,开启,0,关闭,,只读,
,G1P3_FJ3S,FJ3S,G1P3,风机3状态,格力空调机组,P0012_,机组1热泵3风机3状态,数字量,1,开启,0,关闭,,只读,
,G1P3_FJ4S,FJ4S,G1P3,风机4状态,格力空调机组,P0012_,机组1热泵3风机4状态,数字量,1,开启,0,关闭,,只读,
,G1P3_FL,FL,G1P3,故障灯,格力空调机组,P0012_,机组1热泵3故障灯,数字量,1,故障,0,正常,,只读,
,G1P3_HWrTm,HWrTm,G1P3,热水进水温度,格力空调机组,P0012_,机组1热泵3热水进水温度,模拟量,70,,-20,,,只读,
,G1P3_HWsTm,HWsTm,G1P3,热水出水温度,格力空调机组,P0012_,机组1热泵3热水出水温度,模拟量,70,,-20,,,只读,
,G1P3_IGTm1,IGTm1,G1P3,吸气温度1,格力空调机组,P0012_,机组1热泵3吸气温度1,模拟量,70,,-20,,,只读,
,G1P3_IGTm2,IGTm2,G1P3,吸气温度2,格力空调机组,P0012_,机组1热泵3吸气温度2,模拟量,70,,-20,,,只读,
,G1P3_PS,PS,G1P3,水泵状态,格力空调机组,P0012_,机组1热泵3水泵状态,数字量,1,开启,0,关闭,,只读,
,G1P3_ReTPTm1,ReTPTm1,G1P3,制冷节流点温度1,格力空调机组,P0012_,机组1热泵3制冷节流点温度1,模拟量,70,,-20,,,只读,
,G1P3_ReTPTm2,ReTPTm2,G1P3,制冷节流点温度2,格力空调机组,P0012_,机组1热泵3制冷节流点温度2,模拟量,70,,-20,,,只读,
,G1P3_S1EGTm,S1EGTm,G1P3,系统1排气温度,格力空调机组,P0012_,机组1热泵3系统1排气温度,模拟量,70,,-20,,,只读,
,G1P3_S1F,S1F,G1P3,系统1故障,格力空调机组,P0012_,机组1热泵3系统1故障,数字量,1,故障,0,正常,,只读,
,G1P3_S2EGTm,S2EGTm,G1P3,系统2排气温度,格力空调机组,P0012_,机组1热泵3系统2排气温度,模拟量,70,,-20,,,只读,
,G1P3_S2F,S2F,G1P3,系统2故障,格力空调机组,P0012_,机组1热泵3系统2故障,数字量,1,故障,0,正常,,只读,值为1时报警
,G1P3_WMode,WMode,G1P3,"工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",格力空调机组,P0012_,"机组1热泵3工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",模拟量,5,,0,,,只读,
格力机组4,G1P4_ACWrTm,ACWrTm,G1P4,空调进水温度,格力空调机组,P0012_,机组1热泵4空调进水温度,模拟量,70,,-20,,,只读,
,G1P4_ACWsTm,ACWsTm,G1P4,空调出水温度,格力空调机组,P0012_,机组1热泵4空调出水温度,模拟量,70,,-20,,,只读,
,G1P4_AfAoTm,AfAoTm,G1P4,防冻防过热温度,格力空调机组,P0012_,机组1热泵4防冻防过热温度,模拟量,70,,-20,,,只读,
,G1P4_AuHe1S,AuHe1S,G1P4,辅热1状态,格力空调机组,P0012_,机组1热泵4辅热1状态,数字量,1,开启,0,关闭,,只读,
,G1P4_AuHe2S,AuHe2S,G1P4,辅热2状态,格力空调机组,P0012_,机组1热泵4辅热2状态,数字量,1,开启,0,关闭,,只读,
,G1P4_ComNor,ComNor,G1P4,"通讯是否正常",格力空调机组,P0012_,"机组1热泵4通讯是否正常
",数字量,1,正常,0,故障,,只读,值为0时报警
,G1P4_Cp1S,Cp1S,G1P4,压缩机1状态,格力空调机组,P0012_,机组1热泵4压缩机1状态,数字量,1,开启,0,关闭,,只读,
,G1P4_Cp2S,Cp2S,G1P4,压缩机2状态,格力空调机组,P0012_,机组1热泵4压缩机2状态,数字量,1,开启,0,关闭,,只读,
,G1P4_FJ1S,FJ1S,G1P4,风机1状态,格力空调机组,P0012_,机组1热泵4风机1状态,数字量,1,开启,0,关闭,,只读,
,G1P4_FJ2S,FJ2S,G1P4,风机2状态,格力空调机组,P0012_,机组1热泵4风机2状态,数字量,1,开启,0,关闭,,只读,
,G1P4_FJ3S,FJ3S,G1P4,风机3状态,格力空调机组,P0012_,机组1热泵4风机3状态,数字量,1,开启,0,关闭,,只读,
,G1P4_FJ4S,FJ4S,G1P4,风机4状态,格力空调机组,P0012_,机组1热泵4风机4状态,数字量,1,开启,0,关闭,,只读,
,G1P4_FL,FL,G1P4,故障灯,格力空调机组,P0012_,机组1热泵4故障灯,数字量,1,故障,0,正常,,只读,
,G1P4_HWrTm,HWrTm,G1P4,热水进水温度,格力空调机组,P0012_,机组1热泵4热水进水温度,模拟量,70,,-20,,,只读,
,G1P4_HWsTm,HWsTm,G1P4,热水出水温度,格力空调机组,P0012_,机组1热泵4热水出水温度,模拟量,70,,-20,,,只读,
,G1P4_IGTm1,IGTm1,G1P4,吸气温度1,格力空调机组,P0012_,机组1热泵4吸气温度1,模拟量,70,,-20,,,只读,
,G1P4_IGTm2,IGTm2,G1P4,吸气温度2,格力空调机组,P0012_,机组1热泵4吸气温度2,模拟量,70,,-20,,,只读,
,G1P4_PS,PS,G1P4,水泵状态,格力空调机组,P0012_,机组1热泵4水泵状态,数字量,1,开启,0,关闭,,只读,
,G1P4_ReTPTm1,ReTPTm1,G1P4,制冷节流点温度1,格力空调机组,P0012_,机组1热泵4制冷节流点温度1,模拟量,70,,-20,,,只读,
,G1P4_ReTPTm2,ReTPTm2,G1P4,制冷节流点温度2,格力空调机组,P0012_,机组1热泵4制冷节流点温度2,模拟量,70,,-20,,,只读,
,G1P4_S1EGTm,S1EGTm,G1P4,系统1排气温度,格力空调机组,P0012_,机组1热泵4系统1排气温度,模拟量,70,,-20,,,只读,
,G1P4_S1F,S1F,G1P4,系统1故障,格力空调机组,P0012_,机组1热泵4系统1故障,数字量,1,故障,0,正常,,只读,
,G1P4_S2EGTm,S2EGTm,G1P4,系统2排气温度,格力空调机组,P0012_,机组1热泵4系统2排气温度,模拟量,70,,-20,,,只读,
,G1P4_S2F,S2F,G1P4,系统2故障,格力空调机组,P0012_,机组1热泵4系统2故障,数字量,1,故障,0,正常,,只读,值为1时报警
,G1P4_WMode,WMode,G1P4,"工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",格力空调机组,P0012_,"机组1热泵4工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",模拟量,5,,0,,,只读,
格力机组5,G1P5_ACWrTm,ACWrTm,G1P5,空调进水温度,格力空调机组,P0012_,机组1热泵5空调进水温度,模拟量,70,,-20,,,只读,
,G1P5_ACWsTm,ACWsTm,G1P5,空调出水温度,格力空调机组,P0012_,机组1热泵5空调出水温度,模拟量,70,,-20,,,只读,
,G1P5_AfAoTm,AfAoTm,G1P5,防冻防过热温度,格力空调机组,P0012_,机组1热泵5防冻防过热温度,模拟量,70,,-20,,,只读,
,G1P5_AuHe1S,AuHe1S,G1P5,辅热1状态,格力空调机组,P0012_,机组1热泵5辅热1状态,数字量,1,开启,0,关闭,,只读,
,G1P5_AuHe2S,AuHe2S,G1P5,辅热2状态,格力空调机组,P0012_,机组1热泵5辅热2状态,数字量,1,开启,0,关闭,,只读,
,G1P5_ComNor,ComNor,G1P5,"通讯是否正常",格力空调机组,P0012_,"机组1热泵5通讯是否正常
",数字量,1,正常,0,故障,,只读,值为0时报警
,G1P5_Cp1S,Cp1S,G1P5,压缩机1状态,格力空调机组,P0012_,机组1热泵5压缩机1状态,数字量,1,开启,0,关闭,,只读,
,G1P5_Cp2S,Cp2S,G1P5,压缩机2状态,格力空调机组,P0012_,机组1热泵5压缩机2状态,数字量,1,开启,0,关闭,,只读,
,G1P5_FJ1S,FJ1S,G1P5,风机1状态,格力空调机组,P0012_,机组1热泵5风机1状态,数字量,1,开启,0,关闭,,只读,
,G1P5_FJ2S,FJ2S,G1P5,风机2状态,格力空调机组,P0012_,机组1热泵5风机2状态,数字量,1,开启,0,关闭,,只读,
,G1P5_FJ3S,FJ3S,G1P5,风机3状态,格力空调机组,P0012_,机组1热泵5风机3状态,数字量,1,开启,0,关闭,,只读,
,G1P5_FJ4S,FJ4S,G1P5,风机4状态,格力空调机组,P0012_,机组1热泵5风机4状态,数字量,1,开启,0,关闭,,只读,
,G1P5_FL,FL,G1P5,故障灯,格力空调机组,P0012_,机组1热泵5故障灯,数字量,1,故障,0,正常,,只读,
,G1P5_HWrTm,HWrTm,G1P5,热水进水温度,格力空调机组,P0012_,机组1热泵5热水进水温度,模拟量,70,,-20,,,只读,
,G1P5_HWsTm,HWsTm,G1P5,热水出水温度,格力空调机组,P0012_,机组1热泵5热水出水温度,模拟量,70,,-20,,,只读,
,G1P5_IGTm1,IGTm1,G1P5,吸气温度1,格力空调机组,P0012_,机组1热泵5吸气温度1,模拟量,70,,-20,,,只读,
,G1P5_IGTm2,IGTm2,G1P5,吸气温度2,格力空调机组,P0012_,机组1热泵5吸气温度2,模拟量,70,,-20,,,只读,
,G1P5_PS,PS,G1P5,水泵状态,格力空调机组,P0012_,机组1热泵5水泵状态,数字量,1,开启,0,关闭,,只读,
,G1P5_ReTPTm1,ReTPTm1,G1P5,制冷节流点温度1,格力空调机组,P0012_,机组1热泵5制冷节流点温度1,模拟量,70,,-20,,,只读,
,G1P5_ReTPTm2,ReTPTm2,G1P5,制冷节流点温度2,格力空调机组,P0012_,机组1热泵5制冷节流点温度2,模拟量,70,,-20,,,只读,
,G1P5_S1EGTm,S1EGTm,G1P5,系统1排气温度,格力空调机组,P0012_,机组1热泵5系统1排气温度,模拟量,70,,-20,,,只读,
,G1P5_S1F,S1F,G1P5,系统1故障,格力空调机组,P0012_,机组1热泵5系统1故障,数字量,1,故障,0,正常,,只读,
,G1P5_S2EGTm,S2EGTm,G1P5,系统2排气温度,格力空调机组,P0012_,机组1热泵5系统2排气温度,模拟量,70,,-20,,,只读,
,G1P5_S2F,S2F,G1P5,系统2故障,格力空调机组,P0012_,机组1热泵5系统2故障,数字量,1,故障,0,正常,,只读,值为1时报警
,G1P5_WMode,WMode,G1P5,"工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",格力空调机组,P0012_,"机组1热泵5工作模式
0:关机
1:制冷
2:制热
3:除霜运行
4:冬天自动防冻结
5:制冷热回收",模拟量,5,,0,,,只读,
格力机组6,G1P6_ACWrTm,ACWrTm,G1P6,空调进水温度,格力空调机组,P0012_,机组1热泵6空调进水温度,模拟量,70,,-20,,,只读,
,G1P6_ACWsTm,ACWsTm,G1P6,空调出水温度,格力空调机组,P0012_,机组1热泵6空调出水温度,模拟量,70,,-20,,,只读,
,G1P6_AfAoTm,AfAoTm,G1P6,防冻防过热温度,格力空调机组,P0012_,机组1热泵6防冻防过热温度,模拟量,70,,-20,,,只读,
,G1P6_AuHe1S,AuHe1S,G1P6,辅热1状态,格力空调机组,P0012_,机组1热泵6辅热1状态,数字量,1,开启,0,关闭,,只读,
,G1P6_AuHe2S,AuHe2S,G1P6,辅热2状态,格力空调机组,P0012_,机组1热泵6辅热2状态,数字量,1,开启,0,关闭,,只读,
,G1P6_ComNor,ComNor,G1P6,"通讯是否正常",格力空调机组,P0012_,"机组1热泵6通讯是否正常
",数字量,1,正常,0,故障,,只读,值为0时报警
,G1P6_Cp1S,Cp1S,G1P6,压缩机1状态,格力空调机组,P0012_,机组1热泵6压缩机1状态,数字量,1,开启,0,关闭,,只读,
,G1P6_Cp2S,Cp2S,G1P6,压缩机2状态,格力空调机组,P0012_,机组1热泵6压缩机2状态,数字量,1,开启,0,关闭,,只读,
,G1P6_FJ1S,FJ1S,G1P6,风机1状态,格力空调机组,P0012_,机组1热泵6风机1状态,数字量,1,开启,0,关闭,,只读,
,G1P6_FJ2S,FJ2S,G1P6,风机2状态,格力空调机组,P0012_,机组1热泵6风机2状态,数字量,1,开启,0,关闭,,只读,
,G1P6_FJ3S,FJ3S,G1P6,风机3状态,格力空调机组,P0012_,机组1热泵6风机3状态,数字量,1,开启,0,关闭,,只读,
,G1P6_FJ4S,FJ4S,G1P6,风机4状态,格力空调机组,P0012_,机组1热泵6风机4状态,数字量,1,开启,0,关闭,,只读,
,G1P6_FL,FL,G1P6,故障灯,格力空调机组,P0012_,机组1热泵6故障灯,数字量,1,故障,0,正常,,只读,
,G1P6_HWrTm,HWrTm,G1P6,热水进水温度,格力空调机组,P0012_,机组1热泵6热水进水温度,模拟量,70,,-20,,,只读,
,G1P6_HWsTm,HWsTm,G1P6,热水出水温度,格力空调机组,P0012_,机组1热泵6热水出水温度,模拟量,70,,-20,,,只读,
,G1P6_IGTm1,IGTm1,G1P6,吸气温度1,格力空调机组,P0012_,机组1热泵6吸气温度1,模拟量,70,,-20,,,只读,
,G1P6_IGTm2,IGTm2,G1P6,吸气温度2,格力空调机组,P0012_,机组1热泵6吸气温度2,模拟量,70,,-20,,,只读,
,G1P6_PS,PS,G1P6,水泵状态,格力空调机组,P0012_,机组1热泵6水泵状态,数字量,1,开启,0,关闭,,只读,
,G1P6_ReTPTm1,ReTPTm1,G1P6,制冷节流点温度1,格力空调机组,P0012_,机组1热泵6制冷节流点温度1,模拟量,70,,-20,,,只读,
,G1P6_ReTPTm2,ReTPTm2,G1P6,制冷节流点温度2,格力空调机组,P0012_,机组1热泵6制冷节流点温度2,模拟量,70,,-20,,,只读,
,G1P6_S1EGTm,S1EGTm,G1P6,系统1排气温度,格力空调机组,P0012_,机组1热泵6系统1排气温度,模拟量,70,,-20,,,只读,
,G1P6_S1F,S1F,G1P6,系统1故障,格力空调机组,P0012_,机组1热泵6系统1故障,数字量,1,故障,0,正常,,只读,
